,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
22905,8108,1980,1362,George McGinnis,1950.0,PF,29.0,9,NBA,TOT,73,2208.0,15.2,0.487,0.017,0.551,10.2,23.0,16.4,21.4,2.1,0.6,20.3,24.4,-0.8,2.6,1.9,0.041,-1.2,-0.1,-1.2,0.4
22906,8109,1980,1362,George McGinnis,1950.0,PF,29.0,9,NBA,DEN,45,1424.0,15.6,0.489,0.012,0.526,9.6,24.6,16.9,22.7,2.2,0.6,20.7,25.0,-0.7,1.7,1.0,0.034,-1.0,0.3,-0.7,0.5
22907,8110,1980,1362,George McGinnis,1950.0,PF,29.0,9,NBA,IND,28,784.0,14.4,0.483,0.026,0.599,11.3,20.3,15.7,19.1,1.9,0.4,19.6,23.5,0.0,0.9,0.9,0.053,-1.4,-0.7,-2.1,0.0
22908,8111,1980,1864,Gerald Henderson,1956.0,PG,24.0,1,NBA,BOS,76,1061.0,12.7,0.539,0.016,0.338,3.9,4.8,4.4,19.0,2.0,0.8,19.9,20.5,0.5,1.2,1.7,0.078,-0.5,0.1,-0.4,0.4
22914,8117,1980,1584,Gus Gerard,1953.0,SF,26.0,6,NBA,KCK,73,869.0,14.1,0.491,0.009,0.287,9.2,12.8,10.9,6.9,2.2,1.7,11.1,20.3,0.5,1.4,1.9,0.104,-0.8,0.6,-0.2,0.4
22928,8131,1980,1453,James Silas,1949.0,PG,30.0,8,NBA,SAS,77,2293.0,16.7,0.585,0.004,0.382,2.1,5.6,3.9,20.1,1.2,0.3,14.1,22.4,5.3,0.2,5.5,0.116,1.4,-1.9,-0.5,0.9
22929,8132,1980,1588,Jan van Breda Kolff,1951.0,SF,28.0,6,NBA,NJN,82,2399.0,9.5,0.533,0.044,0.338,4.4,14.1,9.3,13.1,1.9,1.7,23.1,11.0,0.6,3.3,3.9,0.078,-2.2,1.8,-0.4,1.0
22936,8139,1980,1454,Jim Chones,1949.0,C,30.0,8,NBA,LAL,82,2394.0,11.3,0.521,0.003,0.222,7.1,17.6,12.8,7.6,1.1,1.4,17.3,16.9,0.7,2.8,3.5,0.071,-2.0,-0.3,-2.4,-0.2
22943,8146,1980,1871,Jim Paxson,1957.0,SG,22.0,1,NBA,POR,72,1270.0,9.1,0.443,0.048,0.196,2.1,7.4,4.7,15.9,1.8,0.2,15.7,19.1,-0.8,1.1,0.3,0.011,-3.5,-0.6,-4.1,-0.7
22963,8166,1980,1379,John Roche,1949.0,PG,30.0,6,NBA,DEN,82,2286.0,13.9,0.562,0.174,0.273,1.1,4.2,2.6,24.7,1.7,0.3,16.1,17.0,3.5,0.7,4.2,0.088,0.3,-1.3,-1.0,0.6
22968,8171,1980,1514,John Williamson,1951.0,SG,28.0,7,NBA,TOT,58,1374.0,13.5,0.481,0.043,0.169,2.8,4.6,3.7,14.9,1.2,0.7,9.5,27.5,0.4,0.9,1.3,0.046,-0.9,-1.5,-2.4,-0.1
22969,8172,1980,1514,John Williamson,1951.0,SG,28.0,7,NBA,NJN,28,771.0,16.1,0.496,0.041,0.191,3.2,4.0,3.6,18.6,1.5,0.6,7.9,27.2,0.9,0.6,1.6,0.097,1.0,-1.1,-0.1,0.4
22970,8173,1980,1514,John Williamson,1951.0,SG,28.0,7,NBA,WSB,30,603.0,10.2,0.462,0.045,0.14,2.3,5.2,3.7,10.0,0.8,0.9,11.5,27.9,-0.5,0.3,-0.2,-0.019,-3.3,-2.0,-5.4,-0.5
22973,8176,1980,1381,Julius Erving,1950.0,SF,29.0,9,NBA,PHI,78,2812.0,25.4,0.568,0.012,0.331,8.6,12.9,10.9,21.4,2.8,2.7,13.3,30.3,7.3,5.2,12.5,0.213,5.7,1.9,7.6,6.8
22987,8190,1980,1667,Kim Hughes,1952.0,C,27.0,5,NBA,DEN,70,1208.0,11.5,0.498,0.0,0.203,10.5,17.7,14.0,7.8,2.5,3.4,18.5,8.8,0.6,1.6,2.2,0.088,-2.1,2.2,0.2,0.7
22990,8193,1980,1520,Larry Kenon,1952.0,PF,27.0,7,NBA,SAS,78,2798.0,17.2,0.527,0.007,0.259,10.1,19.4,14.8,11.1,1.7,0.3,13.5,23.2,3.4,2.0,5.4,0.093,1.1,-1.6,-0.4,1.1
22994,8197,1980,1595,Len Elmore,1952.0,C,27.0,6,NBA,KCK,58,915.0,10.6,0.472,0.0,0.306,8.4,22.2,15.0,8.8,2.1,2.5,19.6,14.9,-0.3,1.8,1.5,0.08,-3.5,2.1,-1.4,0.1
23001,8204,1980,1671,M.L. Carr,1951.0,SF,29.0,5,NBA,BOS,82,1994.0,14.6,0.526,0.054,0.316,6.0,12.3,9.2,10.7,2.8,1.0,14.1,20.2,1.9,3.2,5.2,0.125,-0.2,1.5,1.3,1.7
23002,8205,1980,1214,Mack Calvin,1947.0,PG,32.0,10,NBA,UTA,48,772.0,14.5,0.549,0.048,0.515,2.0,10.4,6.4,24.0,1.7,0.0,17.0,18.7,1.2,0.2,1.4,0.085,-0.4,-1.3,-1.7,0.1
23008,8211,1980,1672,Mark Olberding,1956.0,SF,23.0,5,NBA,SAS,75,2111.0,12.4,0.546,0.005,0.433,4.3,16.7,10.6,18.5,1.4,0.5,19.9,16.2,1.9,1.2,3.1,0.071,-0.8,-0.2,-1.0,0.5
23012,8215,1980,1601,Marvin Barnes,1952.0,PF,27.0,6,NBA,SDC,20,287.0,8.2,0.432,0.0,0.533,12.4,16.8,14.5,7.8,0.8,2.3,19.5,12.8,-0.1,0.2,0.1,0.019,-3.8,-0.5,-4.3,-0.2
23013,8216,1980,1673,Marvin Webster,1952.0,C,27.0,5,NBA,NYK,20,298.0,9.2,0.511,0.0,0.203,10.1,19.2,14.6,3.6,0.5,2.0,18.9,13.7,0.0,0.2,0.2,0.039,-2.8,-1.3,-4.1,-0.2
23015,8218,1980,1602,Maurice Lucas,1952.0,PF,27.0,6,NBA,TOT,63,1884.0,14.8,0.503,0.011,0.294,8.1,22.7,15.3,16.5,1.1,1.9,19.2,24.3,-0.3,2.7,2.4,0.061,-1.2,0.2,-1.0,0.5
23016,8219,1980,1602,Maurice Lucas,1952.0,PF,27.0,6,NBA,POR,41,1176.0,13.8,0.48,0.009,0.248,7.8,22.8,15.2,16.2,1.0,1.7,19.5,26.5,-1.0,1.6,0.6,0.025,-2.1,-0.3,-2.4,-0.1
23017,8220,1980,1602,Maurice Lucas,1952.0,PF,27.0,6,NBA,NJN,22,708.0,16.4,0.548,0.015,0.391,8.5,22.6,15.5,16.9,1.2,2.1,18.6,20.5,0.6,1.1,1.8,0.12,0.3,1.0,1.3,0.6
23023,8226,1980,1713,Mike Dunleavy,1954.0,PG,25.0,4,NBA,HOU,51,1036.0,12.9,0.542,0.063,0.42,2.7,8.1,5.3,26.7,1.8,0.2,22.5,18.6,0.9,0.5,1.4,0.065,-0.7,-0.8,-1.5,0.1
23025,8228,1980,1388,Mike Gale,1950.0,PG,29.0,9,NBA,SAS,67,1474.0,13.3,0.513,0.034,0.318,2.5,8.4,5.5,24.6,3.7,0.5,21.1,14.0,1.0,1.2,2.2,0.073,-0.9,1.4,0.6,1.0
23027,8230,1980,1528,Mike Green,1951.0,C,28.0,7,NBA,KCK,21,459.0,10.6,0.456,0.013,0.264,7.9,18.9,13.2,8.1,1.3,2.7,16.9,18.6,-0.4,0.8,0.4,0.044,-3.3,0.8,-2.5,-0.1
23031,8234,1980,1605,Moses Malone,1955.0,C,24.0,6,NBA,HOU,82,3140.0,24.1,0.56,0.004,0.505,19.6,22.3,20.9,7.1,1.2,1.9,13.7,27.6,8.9,3.0,11.9,0.183,4.5,-2.4,2.1,3.2
23057,8260,1980,1317,Ralph Simpson,1949.0,SG,30.0,10,NBA,NJN,8,81.0,12.6,0.399,0.043,0.213,7.7,6.4,7.0,26.6,5.0,0.0,18.9,30.2,-0.2,0.1,-0.1,-0.064,-3.1,0.2,-2.9,0.0
23067,8270,1980,856,Rick Barry,1944.0,SF,35.0,14,NBA,HOU,72,1816.0,14.8,0.517,0.287,0.198,3.1,11.5,7.2,20.4,2.1,0.9,15.3,21.6,2.2,1.2,3.4,0.09,1.1,0.0,1.1,1.4
23076,8279,1980,1471,Roger Brown,1950.0,C,29.0,5,NBA,CHI,4,37.0,7.0,0.333,0.0,0.0,6.2,23.8,15.2,3.3,0.0,4.6,0.0,3.3,0.0,0.0,0.1,0.069,-3.5,0.2,-3.3,0.0
23081,8284,1980,1141,Ron Boone,1946.0,SG,33.0,12,NBA,TOT,81,2392.0,12.1,0.501,0.055,0.214,2.7,8.1,5.5,18.8,2.0,0.1,16.4,21.5,0.4,0.6,1.0,0.02,-1.8,-1.7,-3.5,-1.0
23082,8285,1980,1141,Ron Boone,1946.0,SG,33.0,12,NBA,LAL,6,106.0,3.0,0.395,0.0,0.175,4.5,6.6,5.7,7.8,2.2,0.0,23.2,21.2,-0.3,0.1,-0.2,-0.098,-5.2,-1.0,-6.2,-0.2
23083,8286,1980,1141,Ron Boone,1946.0,SG,33.0,12,NBA,UTA,75,2286.0,12.5,0.506,0.057,0.216,2.7,8.2,5.5,19.3,2.0,0.1,16.1,21.5,0.7,0.5,1.2,0.026,-1.7,-1.7,-3.3,-0.8
23094,8297,1980,1838,Sam Smith,1955.0,SF,25.0,2,NBA,CHI,30,496.0,14.2,0.502,0.152,0.274,5.1,7.1,6.1,13.0,2.4,0.8,11.4,23.9,0.4,0.4,0.8,0.079,-0.5,-0.4,-0.9,0.1
23101,8304,1980,1226,Spencer Haywood,1949.0,PF,30.0,11,NBA,LAL,76,1544.0,13.9,0.54,0.007,0.349,10.2,13.9,12.2,7.6,1.0,1.9,16.4,21.2,1.4,1.7,3.1,0.095,-1.3,-0.9,-2.3,-0.1
23108,8311,1980,1228,Steve Mix,1947.0,SF,32.0,10,NBA,PHI,81,1543.0,19.5,0.577,0.014,0.354,8.3,11.5,10.0,14.8,2.0,0.3,14.0,24.5,3.4,2.1,5.5,0.172,2.5,-0.1,2.4,1.7
23109,8312,1980,1541,Swen Nater,1950.0,C,30.0,7,NBA,SDC,81,2860.0,17.2,0.589,0.003,0.342,12.9,33.8,23.0,11.1,0.7,0.7,21.9,16.4,4.0,2.9,6.8,0.115,0.9,-0.9,0.0,1.5
23118,8321,1980,1543,Tim Bassett,1951.0,PF,28.0,7,NBA,TOT,12,164.0,6.7,0.419,0.0,0.441,7.1,14.0,10.6,9.7,2.2,0.0,18.1,11.6,-0.1,0.2,0.1,0.033,-3.5,0.1,-3.4,-0.1
23119,8322,1980,1543,Tim Bassett,1951.0,PF,28.0,7,NBA,NJN,7,92.0,7.9,0.44,0.0,0.545,7.9,12.4,10.1,5.5,2.5,0.0,12.8,13.1,0.0,0.1,0.1,0.063,-3.5,0.1,-3.4,0.0
23120,8323,1980,1543,Tim Bassett,1951.0,PF,28.0,7,NBA,SAS,5,72.0,5.3,0.375,0.0,0.25,6.1,16.0,11.1,15.1,1.8,0.0,27.3,9.6,-0.1,0.0,0.0,-0.005,-3.6,0.2,-3.4,0.0
23131,8334,1980,1407,Tom Owens,1949.0,C,30.0,9,NBA,POR,76,2337.0,18.1,0.552,0.002,0.281,8.8,18.3,13.5,13.0,0.9,1.3,13.3,22.9,4.3,2.6,6.9,0.142,1.5,-0.3,1.1,1.9
23147,7649,1979,1550,Al Skinner,1952.0,SG,26.0,5,NBA,TOT,45,643.0,12.2,0.532,,0.533,4.4,9.6,7.0,18.6,2.8,0.2,21.4,19.9,0.3,0.9,1.2,0.088,-2.7,1.0,-1.7,0.1
23148,7650,1979,1550,Al Skinner,1952.0,SG,26.0,5,NBA,NJN,23,334.0,16.2,0.565,,0.656,3.6,9.8,6.6,20.6,2.9,0.3,19.1,22.4,0.5,0.4,1.0,0.137,-0.8,1.0,0.2,0.2
23149,7651,1979,1550,Al Skinner,1952.0,SG,26.0,5,NBA,PHI,22,309.0,8.0,0.48,,0.36,5.3,9.4,7.4,16.4,2.6,0.2,24.8,17.3,-0.2,0.4,0.2,0.035,-4.7,0.9,-3.8,-0.2
23151,7653,1979,1485,Allan Bristow,1951.0,SF,27.0,6,NBA,SAS,74,1324.0,14.2,0.562,,0.421,6.6,12.8,9.8,20.3,1.8,0.6,20.5,15.1,2.0,1.5,3.5,0.126,0.5,0.7,1.2,1.1
23160,7662,1979,1338,Artis Gilmore,1949.0,C,29.0,8,NBA,CHI,82,3265.0,22.3,0.619,,0.448,9.9,25.0,17.5,12.9,0.7,2.6,16.5,23.0,8.6,4.1,12.7,0.186,3.4,0.7,4.1,5.0
23166,7668,1979,1558,Billy Knight,1952.0,SF,26.0,5,NBA,TOT,79,2095.0,15.3,0.586,,0.354,4.8,13.0,8.9,10.5,1.4,0.2,18.9,22.2,2.3,1.4,3.7,0.085,0.3,-1.0,-0.7,0.7
23167,7669,1979,1558,Billy Knight,1952.0,SF,26.0,5,NBA,BOS,40,1119.0,12.1,0.556,,0.335,4.0,13.2,8.6,8.4,1.2,0.1,20.5,22.0,0.1,0.6,0.7,0.029,-1.5,-1.6,-3.2,-0.3
23168,7670,1979,1558,Billy Knight,1952.0,SF,26.0,5,NBA,IND,39,976.0,19.0,0.618,,0.376,5.6,12.8,9.2,13.0,1.5,0.3,17.1,22.5,2.2,0.8,3.0,0.149,2.4,-0.4,2.0,1.0
23170,7672,1979,1243,Billy Paultz,1948.0,C,30.0,9,NBA,SAS,79,2122.0,15.5,0.541,,0.256,8.7,21.8,15.5,10.5,0.7,2.9,15.7,17.8,2.1,2.9,5.1,0.114,0.3,0.5,0.7,1.5
23181,7683,1979,1425,Bob Nash,1950.0,SF,28.0,5,NBA,KCK,82,1307.0,9.6,0.467,,0.165,6.2,11.1,8.6,7.0,1.0,0.6,12.8,18.9,-0.1,1.2,1.1,0.042,-2.1,-1.1,-3.2,-0.4
23183,7685,1979,1559,Bobby Jones,1951.0,PF,27.0,5,NBA,PHI,80,2304.0,16.7,0.584,,0.393,9.4,14.4,12.0,11.8,2.1,2.2,16.7,16.8,3.9,3.8,7.7,0.16,1.2,1.6,2.8,2.8
23187,7689,1979,1427,Brian Taylor,1951.0,PG,27.0,7,NBA,SDC,20,212.0,11.1,0.418,,0.217,6.5,6.5,6.5,11.8,5.1,0.0,15.8,19.3,-0.1,0.2,0.1,0.032,-3.8,1.9,-1.9,0.0
23194,7696,1979,1495,Caldwell Jones,1950.0,C,28.0,6,NBA,PHI,78,2171.0,13.4,0.512,,0.254,8.8,26.2,17.9,9.1,0.8,3.8,18.0,15.5,0.8,4.2,5.0,0.111,-1.8,1.7,-0.1,1.0
23201,7703,1979,1250,Charlie Scott,1948.0,PG,30.0,9,NBA,DEN,79,2617.0,9.8,0.499,,0.252,2.2,6.2,4.2,22.0,1.4,0.6,21.2,17.7,0.0,1.9,1.9,0.035,-2.3,-0.8,-3.1,-0.7
23207,7709,1979,1255,Coby Dietrick,1948.0,C,30.0,9,NBA,SAS,76,1487.0,13.9,0.56,,0.248,6.5,15.5,11.1,15.7,2.1,1.3,17.2,13.6,2.1,2.0,4.1,0.133,0.3,1.6,1.9,1.5
23211,7713,1979,1259,Dan Issel,1948.0,C,30.0,9,NBA,DEN,81,2742.0,18.3,0.568,,0.407,9.2,18.8,14.0,13.3,1.0,0.9,12.3,19.5,6.7,3.1,9.8,0.172,2.5,-0.1,2.4,3.1
23212,7714,1979,1634,Dan Roundfield,1953.0,PF,25.0,4,NBA,ATL,80,2539.0,19.4,0.556,,0.459,13.3,24.0,18.4,7.4,1.6,4.0,16.0,20.4,4.6,4.1,8.7,0.164,1.3,0.7,1.9,2.5
23213,7715,1979,1352,Darnell Hillman,1949.0,PF,29.0,8,NBA,KCK,78,1618.0,10.7,0.519,,0.523,9.1,20.2,14.5,6.9,1.4,2.3,20.3,15.7,0.2,2.4,2.6,0.077,-2.8,0.9,-1.8,0.1
23217,7719,1979,1353,Dave Robisch,1949.0,C,29.0,8,NBA,LAL,80,1219.0,11.9,0.499,,0.342,7.7,17.1,12.7,9.4,0.7,1.0,12.1,14.4,1.2,1.2,2.3,0.092,-0.5,-0.5,-1.1,0.3
23218,7720,1979,1436,Dave Twardzik,1950.0,PG,28.0,7,NBA,POR,64,1570.0,14.9,0.651,,0.785,2.7,5.7,4.2,14.6,2.5,0.1,19.9,16.1,3.7,1.4,5.1,0.157,-0.2,0.6,0.4,0.9
23219,7721,1979,1637,David Thompson,1954.0,SG,24.0,4,NBA,DEN,76,2670.0,19.9,0.567,,0.431,4.3,6.4,5.4,13.3,1.2,1.6,10.4,25.9,7.4,2.1,9.5,0.171,3.7,-0.6,3.1,3.5
23227,7729,1979,1439,Don Buse,1950.0,PG,28.0,7,NBA,PHO,82,2544.0,11.5,0.519,,0.158,2.0,7.4,4.7,16.3,2.7,0.4,13.5,10.8,2.6,2.8,5.4,0.101,-0.9,1.7,0.8,1.8
23228,7730,1979,1092,Don Chaney,1946.0,SG,32.0,11,NBA,BOS,65,1074.0,9.7,0.444,,0.101,6.5,8.1,7.3,9.5,3.0,0.5,13.1,18.1,-0.3,1.0,0.6,0.027,-3.5,0.8,-2.7,-0.2
23238,7740,1979,1747,Eddie Johnson,1955.0,SG,23.0,2,NBA,ATL,78,2413.0,16.7,0.561,,0.297,2.8,4.9,3.8,22.1,2.3,0.3,16.1,21.7,4.4,1.9,6.3,0.126,1.4,-0.2,1.2,2.0
23256,7758,1979,1447,George Gervin,1952.0,SF,26.0,7,NBA,SAS,80,2888.0,23.2,0.591,,0.326,5.4,9.0,7.3,11.5,2.1,1.6,12.5,30.0,8.1,3.2,11.4,0.189,4.0,-0.3,3.7,4.1
23257,7759,1979,1448,George Johnson,1948.0,C,30.0,7,NBA,NJN,78,2058.0,11.1,0.475,,0.286,9.9,22.1,15.7,5.5,1.4,6.6,24.7,13.2,-1.3,3.9,2.6,0.061,-3.7,2.8,-0.9,0.6
23258,7760,1979,1804,George Johnson,1956.0,PF,22.0,1,NBA,MIL,67,1157.0,14.0,0.526,,0.342,10.1,24.3,17.2,8.3,2.9,2.2,20.3,16.6,0.4,2.0,2.5,0.102,-2.0,1.6,-0.5,0.4
23259,7761,1979,1362,George McGinnis,1950.0,PF,28.0,8,NBA,DEN,76,2552.0,20.6,0.533,,0.601,10.6,24.6,17.7,16.9,2.3,1.1,17.7,29.5,2.8,4.4,7.1,0.134,1.5,0.6,2.1,2.6
23265,7767,1979,1584,Gus Gerard,1953.0,SF,25.0,5,NBA,TOT,58,465.0,11.6,0.466,,0.469,9.1,13.9,11.5,5.9,1.9,1.6,13.3,22.3,-0.1,0.6,0.5,0.055,-2.8,-0.4,-3.1,-0.1
23266,7768,1979,1584,Gus Gerard,1953.0,SF,25.0,5,NBA,DET,2,6.0,26.3,0.387,,0.667,16.8,0.0,8.7,0.0,14.9,0.0,0.0,24.6,0.0,0.0,0.0,0.193,-4.2,0.3,-3.9,0.0
23267,7769,1979,1584,Gus Gerard,1953.0,SF,25.0,5,NBA,KCK,56,459.0,11.4,0.467,,0.466,9.0,14.1,11.5,6.0,1.8,1.6,13.5,22.3,-0.1,0.6,0.5,0.053,-2.7,-0.4,-3.1,-0.1
23284,7786,1979,1453,James Silas,1949.0,PG,29.0,7,NBA,SAS,79,2171.0,16.0,0.576,,0.436,1.8,6.9,4.4,16.2,1.5,0.5,15.3,22.6,4.0,1.7,5.7,0.126,0.3,-0.9,-0.6,0.8
23285,7787,1979,1588,Jan van Breda Kolff,1951.0,SF,27.0,5,NBA,NJN,80,1998.0,10.8,0.534,,0.433,5.5,15.0,10.1,11.6,1.9,2.0,21.1,12.0,0.9,2.7,3.6,0.087,-1.6,1.7,0.1,1.1
23291,7793,1979,1454,Jim Chones,1949.0,C,29.0,7,NBA,CLE,82,2850.0,13.7,0.472,,0.2,9.4,23.8,16.2,8.6,0.8,2.0,13.8,18.9,1.0,2.3,3.3,0.056,-0.8,-1.0,-1.8,0.1
23316,7818,1979,1514,John Williamson,1951.0,SG,27.0,6,NBA,NJN,74,2451.0,16.4,0.527,,0.32,2.2,6.4,4.2,16.8,1.6,0.3,13.0,27.4,3.0,2.0,5.1,0.099,0.7,-1.1,-0.5,0.9
23318,7820,1979,1381,Julius Erving,1950.0,SF,28.0,8,NBA,PHI,78,2802.0,20.1,0.538,,0.344,7.7,13.1,10.5,19.6,2.1,1.9,15.8,27.7,3.6,4.4,7.9,0.136,2.9,0.6,3.5,3.9
23334,7836,1979,1667,Kim Hughes,1952.0,C,26.0,4,NBA,DEN,81,1086.0,11.7,0.53,,0.247,10.9,21.2,16.1,8.5,2.3,4.9,27.9,9.9,0.1,2.1,2.2,0.098,-2.7,3.7,0.9,0.8
23335,7837,1979,1520,Larry Kenon,1952.0,PF,26.0,6,NBA,SAS,81,2947.0,19.8,0.547,,0.235,9.6,18.2,14.1,15.4,2.3,0.3,15.5,24.9,4.7,4.1,8.8,0.144,2.5,-0.3,2.2,3.1
23340,7842,1979,1595,Len Elmore,1952.0,C,26.0,5,NBA,IND,80,1264.0,12.2,0.444,,0.228,9.4,23.4,16.4,7.4,2.2,3.3,16.2,13.9,-0.1,2.2,2.1,0.079,-2.3,1.9,-0.3,0.5
23347,7849,1979,1008,Louie Dampier,1944.0,PG,34.0,12,NBA,SAS,70,760.0,13.3,0.513,,0.155,2.2,6.4,4.4,19.7,2.0,0.5,12.7,15.3,0.9,0.7,1.6,0.098,0.0,0.2,0.3,0.4
23349,7851,1979,1671,M.L. Carr,1951.0,SF,28.0,4,NBA,DET,80,3207.0,16.3,0.561,,0.381,6.9,12.4,9.5,10.8,2.8,0.7,16.0,18.9,4.5,3.4,7.9,0.118,0.6,0.8,1.4,2.8
23351,7853,1979,1672,Mark Olberding,1956.0,PF,22.0,4,NBA,SAS,80,1885.0,12.4,0.556,,0.526,5.6,17.9,12.0,13.1,1.2,0.5,19.4,16.9,2.0,2.2,4.2,0.106,-1.4,0.1,-1.3,0.3
23359,7861,1979,1601,Marvin Barnes,1952.0,PF,26.0,5,NBA,BOS,38,796.0,12.3,0.515,,0.244,7.9,16.9,12.3,9.1,2.2,2.5,18.5,18.1,0.1,0.9,1.0,0.06,-2.7,1.2,-1.5,0.1
23360,7862,1979,1673,Marvin Webster,1952.0,C,26.0,4,NBA,NYK,60,2027.0,13.4,0.504,,0.47,10.5,24.4,17.4,10.6,0.5,2.9,20.2,16.3,0.5,2.3,2.8,0.066,-0.9,0.3,-0.6,0.7
23362,7864,1979,1602,Maurice Lucas,1952.0,PF,26.0,5,NBA,POR,69,2462.0,18.4,0.517,,0.286,8.6,24.0,16.2,13.1,1.2,1.8,14.6,25.5,2.9,3.3,6.2,0.121,1.0,-0.3,0.7,1.7
23368,7870,1979,1713,Mike Dunleavy,1954.0,SG,24.0,3,NBA,HOU,74,1486.0,14.9,0.582,,0.433,2.1,7.2,4.7,27.4,1.7,0.2,20.4,16.9,2.8,0.5,3.4,0.109,0.8,-0.5,0.3,0.9
23369,7871,1979,1388,Mike Gale,1950.0,SG,28.0,8,NBA,SAS,82,2121.0,12.3,0.5,,0.176,2.1,7.0,4.6,20.6,3.1,0.9,18.8,14.5,1.0,2.6,3.6,0.082,-1.1,1.6,0.6,1.4
23371,7873,1979,1528,Mike Green,1951.0,C,27.0,6,NBA,SAS,76,1641.0,12.9,0.528,,0.302,8.7,13.8,11.3,8.3,1.0,3.7,14.1,14.5,1.8,2.0,3.8,0.112,-0.8,1.0,0.2,0.9
23375,7877,1979,1605,Moses Malone,1955.0,C,23.0,5,NBA,HOU,82,3390.0,23.7,0.604,,0.612,19.2,27.1,23.2,5.9,1.1,1.8,16.2,23.4,10.6,3.5,14.1,0.2,4.5,-1.7,2.8,4.1
23397,7899,1979,1317,Ralph Simpson,1949.0,SG,29.0,9,NBA,TOT,69,979.0,9.7,0.44,,0.256,3.7,6.6,5.1,18.1,1.7,0.3,17.2,22.7,-1.1,0.9,-0.2,-0.01,-2.7,-1.3,-4.0,-0.5
23398,7900,1979,1317,Ralph Simpson,1949.0,SG,29.0,9,NBA,PHI,37,452.0,11.2,0.473,,0.204,3.8,4.2,4.0,18.0,2.5,0.1,18.0,22.5,-0.3,0.5,0.2,0.021,-2.2,-0.5,-2.7,-0.1
23399,7901,1979,1317,Ralph Simpson,1949.0,SG,29.0,9,NBA,NJN,32,527.0,8.4,0.414,,0.3,3.6,8.7,6.1,18.1,1.0,0.4,16.5,22.9,-0.8,0.4,-0.4,-0.036,-3.1,-2.0,-5.1,-0.4
23407,7909,1979,856,Rick Barry,1944.0,SF,34.0,13,NBA,HOU,80,2566.0,14.7,0.504,,0.169,1.7,9.9,5.9,25.7,1.7,0.8,15.6,19.6,2.9,1.3,4.2,0.078,0.9,-0.1,0.8,1.8
23422,7924,1979,1141,Ron Boone,1946.0,SG,32.0,11,NBA,LAL,82,1583.0,9.3,0.495,,0.183,3.9,6.0,5.0,12.1,1.9,0.4,19.3,19.3,-0.8,1.2,0.4,0.012,-3.2,-1.0,-4.2,-0.9
23430,7932,1979,1838,Sam Smith,1955.0,SF,24.0,1,NBA,MIL,16,125.0,14.2,0.486,,0.511,0.0,8.0,4.0,15.4,2.9,3.0,12.2,20.4,0.1,0.2,0.2,0.09,-2.0,1.0,-1.0,0.1
23439,7941,1979,1226,Spencer Haywood,1949.0,PF,29.0,10,NBA,TOT,68,2361.0,16.8,0.533,,0.242,7.5,15.3,11.5,8.2,0.8,1.8,13.0,25.1,2.5,1.8,4.3,0.087,0.3,-1.3,-1.0,0.6
23440,7942,1979,1226,Spencer Haywood,1949.0,PF,29.0,10,NBA,NYK,34,1023.0,15.6,0.528,,0.287,6.9,14.8,10.8,8.0,0.4,1.5,13.2,25.3,1.0,0.7,1.6,0.077,-0.1,-1.7,-1.8,0.1
23441,7943,1979,1226,Spencer Haywood,1949.0,PF,29.0,10,NBA,NOJ,34,1338.0,17.7,0.537,,0.21,8.0,15.6,11.9,8.4,1.0,1.9,12.9,24.9,1.5,1.2,2.7,0.096,0.6,-1.0,-0.4,0.5
23443,7945,1979,1684,Steve Green,1953.0,SF,25.0,4,NBA,IND,39,265.0,12.4,0.5,,0.382,8.5,11.7,10.1,10.6,1.9,0.6,14.1,17.8,0.2,0.3,0.4,0.08,-1.7,0.1,-1.6,0.1
23445,7947,1979,1228,Steve Mix,1947.0,SF,31.0,9,NBA,PHI,74,1269.0,19.4,0.594,,0.408,9.3,14.5,12.0,13.7,2.0,0.7,14.7,20.9,3.0,1.9,4.9,0.186,2.7,0.6,3.3,1.7
23449,7951,1979,1541,Swen Nater,1950.0,C,29.0,6,NBA,SDC,79,2006.0,16.9,0.605,,0.263,11.5,25.6,18.6,9.1,0.9,0.7,19.5,16.4,3.9,1.6,5.5,0.133,1.4,-0.8,0.6,1.3
23452,7954,1979,1406,Ted McClain,1946.0,SG,32.0,8,NBA,PHO,36,465.0,10.1,0.545,,0.348,6.1,10.3,8.2,15.4,1.8,0.0,26.2,17.1,0.0,0.4,0.5,0.049,-2.3,-0.5,-2.8,-0.1
23457,7959,1979,1543,Tim Bassett,1951.0,PF,27.0,6,NBA,NJN,82,1508.0,8.0,0.433,,0.419,11.7,17.7,14.6,8.2,1.3,1.0,21.7,11.8,-0.5,1.9,1.4,0.045,-3.2,0.1,-3.1,-0.4
23470,7972,1979,1407,Tom Owens,1949.0,C,29.0,8,NBA,POR,82,2791.0,19.9,0.597,,0.368,10.3,19.2,14.7,15.9,1.0,1.2,16.3,21.5,7.4,3.0,10.4,0.179,3.0,-0.2,2.7,3.3
